"Placement talks, MBA life and career path in consulting -By Mauli Kundlia from IIM Indore",Talks
Working in the IT sector and late-night studies were not easy -By Jasmeet Singh from SIOM Nashik,Talks
Being an MBA aspirant I am passionate about 'writing' -By Jasmeet Singh from SIOM Nashik,Talks
5 best apps and courses for every GMAT test taker,Talks
How to make an effective timetable for CAT preparation?,Talks
Failures are the ladder to success | Shounak from XLRI on Dealing with Rejection,Talks
Learning resilience and persistence: Power of a role model -By Harsh from AMSoM,Talks
Micro degrees: The future of Education is here,Talks
"""I collect role models just like people collect stamps"": Athul Krishna A from XLRI Jamshedpur",Talks
5 Mistakes that can land your MBA application in the reject pile,Talks
JEE Advanced Results 2018 Declared,Talks
Last minute preparation tips: CAT 2018,Talks
A TED Talk by Patty McCord: 8 lessons on building a company people enjoy working for,Talks
A TED Talk by Regina Hartley: Why the best hire might not have the perfect resume,Talks
"A TED Talk by Jason Shen: Looking for a job? Highlight your ability, not your experience",Talks
Top 5 Tricks To Crack Summer Placement Interviews,Talks
From pursuing a career in biotechnology to opting for MBA | Srishti - IIM Indore,Talks
Just out of college? Here's how to land the ideal job,Talks
Management entrance exams other than CAT to get into top B-schools,Talks
"A TED Talk by Nitin Thakur: ""Dreams are the most powerful energy""",Talks
Selective listening and due diligence help in gearing up for MBA college | Adyasha - XAHR,Talks
"CAT 2019 notification out - Exam Dates, Exam Pattern, Syllabus | Here's all you need to know",Talks
Bajaj Finserv ATOM gave us the vision we never imagined | Shashank Kamath - TAPMI Manipal,Talks
"NMAT 2019 Notification - Exam Dates, Exam Pattern | Here is all you need to know",Talks
"SNAP 2019 Notification - Exam Dates, Exam Pattern | Here is all you need to know",Talks
"XAT 2020 notification - Exam Dates, Exam Pattern, Syllabus | Here's all you need to know",Talks
Practical tips I learned to crack an interview | Mauli Kundlia - IIM Indore,Talks
My B-school life taught me the real meaning of life | Divyanshi Srivastava - XAHR,Talks
B-School Diaries: When I found my interest in Consulting and Research | Tushar Swami - DBE DU,Talks
Time-tested strategies to score 99 percentile in NMAT,Talks
How to crack XAT in 5 months?,Talks
Importance of soft skills for an Engineer,Talks
Definitive Reading List For CAT Preparation,Talks
Pro-Tips To Crack Any Consulting Internship,Talks
AIMA releases schedule for MAT 2018,Talks
How to complete thorough CAT preparation in the last 4 months?,Talks
How to efficiently prepare for Medical Entrance Exams?,Talks
6 Common mistakes that every developer makes during an interview and learn how to avoid them,Talks
How much do you really need to tailor your Tech Resume?,Talks
"How To Make Yourself Ready For HUL, P&G, ITC And All FMCG Giants For Summer Internships?",Talks
5 Ways To Crack Your Dream Marketing Summer Internships!,Talks
What Should Engineers Add To Make Their CV Recruiter-Friendly?,Talks
Campus engagements kick off even before college begins!,Talks
Want To Know More About Summer Placement Process At B-School?,Talks
Tips and Tricks To Land Your Dream Internship,Talks
"Is ""Business School Admission Process"" The Key To Corporate Hiring?",Talks
Are Low Grades Impacting Your Placement Offer? BP Biddappa - Executive Director HR | Unilever,Talks
IIM CAT 2018 Notification unleashed: Online Registration to commence on 8th August,Talks
Confused between GRE and GMAT! Clear the CLOUD,Talks
Scientific Tips and Tricks to Score 99% in any Competitive Exam,Talks
IIFT 2019 Entrance Exam dates released,Talks
What an Employer expects from an MBA graduate,Talks
Tips & Tricks - Sure shot preparation guide for MBA job opportunities 2019,Talks
"Delhi University has released the First Cut-off, What is to be done now?",Talks
How to best tackle JEE? - One subject at a time,Talks
6 Secrets to Writing a Good Resume,Talks
"How to win Mahindra War Room -With Akshay, Ayushi, Harshita, and Nidhi from IIFT Delhi",Talks
"Playing to the strength of a strong strategy -Winners of HUL LIME 11 Subhrajit, Shubhrajyoti and Srinath from NITIE Mumbai - Dare2Compete",Talks
The potency of intuitive and analytical approach | Winners of Masters Union Emerging Business Leaders 2020 from IIT Bombay,Talks
This is how you make a spot in top 8 out of 700 teams -AB InBev Maverick 1st Runners up from IIT Madras,Talks
"At L'Oréal Brandstorm 'Glitches don't matter, it's the matter that assures a win': MDI Gurgaon team shares its Winning Mantra",Talks
How to become the winner of OnePlus ET Prime Intellect 2020 -By Nitin Koul from SCMHRD Pune,Talks
"Team Brainstorm, NMIMS Mumbai 1st Runners up of L’Oréal Brandstorm 2019 share their secret!",Talks
Always back assumptions with data! - National Runners-up of Nestlé 4Ps Challenger 2019 from IMT Ghaziabad,Talks
How to win Flipkart Wired 2019 Campus Case Challenge 3.0? -By team Coffee House from IIM Bangalore,Talks
Team Nebula from PUMBA share their journey of becoming the National Finalists of L'Oréal Sustainability Challenge 2019,Talks
"E-SUMMIT 2020, an initiative by KGEC E-Cell marks a grand success!",Talks
L’Oréal Sustainability Challenge 2019: A life-changing digital challenge for B-Schoolers and Engineers,Talks
Know your idea well to be able to present it well: National Winners of Hero Campus Challenge from XLRI Jamshedpur,Talks
Flipkart GRiD 2.0; Robotics Challenge with an exciting payload!,Talks
Defending champions from IIM Bangalore make an electric run with the Reliance TUP 5.0 trophy,Talks
What lies beyond theory and framework: National Winners of Flipkart WiRED 2019 from IIM Bangalore,Talks
Bajaj Finserv Atom winners from TAPMI Manipal will help you realise your VC dreams!,Talks
2nd runners up make their presence felt at Google Case Challenge -By Team Morpheus from IIM Bangalore,Talks
Masters' Union Emerging Business Leaders 2020 draws its curtains virtually,Talks
How to win OnePlus ET Prime Intellect -By Prapti Jain from IIM Rohtak,Talks
The secret to winning OnePlus ET Prime Intellect 2020 -By Suyash Mahajan from IIFT,Talks
How to become the winners of ABG Stratos 2019 -By Team StratX from ISB Hyderabad,Talks
How to win Citi Campus Innovation Challenge Hackathon -By Team Black Pearl from DSE,Talks
Team Markbuzzers from SIMS create a buzz by winning CaseNova 2020 -By Sreerupa Sukhari from SIMS,Talks
Everything you need to know about Asian Paints CANVAS 2019,Talks
Corporate competitions helped me confront my own fears -By Akanksha Luhadia from IFMR Sri City,Talks
How to excel at TAS InvicTAS 2019 -By Meghana Chavan from IIM Kozhikode,Talks
Everything you need to know about Google Case Challenge 2019,Talks
Philips data science hackathon 2018,Talks
Everything you need to know about TAS InvicTAS 2019,Talks
Everything you need to know about ABG HeadstaRt,Talks
HUL LIME Season 11: Everything one needs to know,Talks
How to win the P&G The CEO Challenge? -By Team SPJIMR from SPJIMR Mumbai,Talks
Formula Student Team AXLR8R from IIT Delhi claims victory,Talks
PepsiCo Dare to Do More (DTDM): Everything you need to know,Talks
Godrej LOUD 2019 is all about making your dreams come true -By Nitish Chandra from SCMHRD Pune,Talks
How to win ACTapult 2019 -By Team RishNRishh from IIM Kozhikode,Talks
The enlightening journey of The BUD Challenge by AB InBev -By Team Meraki from IIM Kozhikode,Talks
ABG Stratos 2019 Grand Finale - Diving deep into the health insurance sector,Talks
What it is like to participate in TAS InvicTAS 2019 -By Team RBD from FMS Delhi,Talks
Everything you need to know about TAS InvicTAS 2019 -By TeamEureka from XLRI Jamshedpur,Talks
How to win ABG HeadstaRt 2019 -By Team Smartacus from SCMHRD Pune,Talks
Journey to becoming the National Finalists of RB Global Challenge 2019 -By Team Inceptus from ISB Hyderabad,Talks
The journey of Campus Winners of Asian Paints Canvas 2019 -By Team Excelerator from IIM Indore,Talks
How to become the National Winners of Myntra Jabong Stylbiz 2019 -By Team Magnum Opus from IIM Kozhikode,Talks
How to become the National Winners of HUL Carpe Diem 2019 -By Team Tripling from XIMB,Talks
Secret to winning RB Global Challenge 2019 -By Team Mentalist from ISB Hyderabad,Talks
Tips and tricks to reach the national finale of HUL FinAce Season 3 -By Team SPectacular from SPJIMR,Talks
Secrets of becoming the National Winners of HUL FinAce Season 3 -By Team FinThree from JBIMS Mumbai,Talks
Team Amigos SPJIMR Mumbai shine as the second runners up of Capgemini L'Innovateur 2.0,Talks
Tips and tricks to reach the national finale of Optum Stratethon 2019 -By Team 32_bits from Jadavpur University,Talks
Team Ahmedabad Acers IIM Ahmedabad shine as the National Runners Up of Optum Stratethon,Talks
What it takes to become the National Finalists of Ola Campus Connect Challenge 2019 -By Team Technocrats from XLRI Jamshedpur,Talks
What it takes to become the National Winners of Ola Campus Connect Challenge -By Team GaDi from MICA,Talks
Team Eternals IIM Kozhikode share their journey of becoming the National Finalists of Optum Stratethon,Talks
Team Argonauts IIT Roorkee shine as the National Runners Up of Optum Stratethon,Talks
What it takes to be the National Finalists of RB Global Challenge 2019 -By Team Wakanda Warriors from IIM Lucknow,Talks
What it takes to become the National Winners of Optum Stratethon -By Team Symbi Ideators from SIBM Pune,Talks
How to become the National Winners of Asian Paints CANVAS 2019 -By Team The Buddy Project from IIM Bangalore,Talks
Recipe to becoming the National Winners of YES Bank Transformation Series 2019 -By Team Red Devils from IIM Ahmedabad,Talks
"National Finalists of Philips ThinkUp Challenge 2019, Team 3 Marketeers IMI Delhi share their story",Talks
Team Osiris SCMHRD Pune shine as the National Finalists of Philips ThinkUp Challenge 2019,Talks
Team Zen Coders from KIIT talk about their experience as National Finalists of Philips Code to Care Challenge 2019,Talks
Team Marvellous IIIT Bhubaneswar share their journey of becoming the National Finalists of Philips Code to Care Challenge 2019,Talks
Team Innowaytors SCMHRD Pune share their story of becoming the Campus Winners of Philips ThinkUp Challenge 2019,Talks
Team Avengers JBIMS Mumbai take home the title of National Runners-Up of Philips ThinkUp Challenge 2019,Talks
Team K-Crew IIM Kozhikode on how to become the National Finalists of HUL FinAce Season 3,Talks
Fun and hard work takes Team Dhanna Seth from IIM Indore to the finale of YES Bank Transformation Series 2019,Talks
"Shaping problems to fit their knowledge gets Team ClubWin from IIM Indore, a spot in the HUL FinAce Season 3 finale",Talks
Different streams didn't stop Team Hyperons BITS Pilani from bagging a spot in the finale of Philips Code to Care Challenge,Talks
How an app bags Team Veni Vidi Vici from IIM Indore the second runner up title of GSK E^3 - Engaging and Exciting minds for Excellence 2019,Talks
GSK E^3 - Engaging and Exciting minds for Excellence 2019 saw Team Ride It from IIM Shillong ride the winning wave,Talks
Team Growth Hackers from BITS Pilani walk away with the winners title of L'Oreal Sustainability Challenge 2019,Talks
Team K-Crew from IIM Kozhikode on becoming the second runners up of OYO The Catalyst 2019,Talks
Different locations didn't stop Team Phoenix IIM Ahmedabad from bagging the first runners up spot at OYO The Catalyst 2019,Talks
The secret to winning OYO The Catalyst 2019 -By Team KaRmA from NMIMS Mumbai,Talks
Souria & Shubham from IIM Kozhikode find their footing as the second runners up of RPG Blizzard 2019,Talks
Team Aurora SPJIMR Mumbai share the roadmap to PepsiCo Dare to Do More Challenge national finale,Talks
Team The Think Floyd from MICA Ahmedabad share the secret recipe to winning TATA Steel-a-thon 2019,Talks
Suryansh & Shubham from MDI Gurgaon on scaling the summit with RPG Blizzard 2019,Talks
How to win the Accenture B-School Challenge -By Team Morpheus from IIM Bangalore,Talks
What makes the IMT Ghaziabad Marketing World Cup so special?,Talks
Everything you need to know about J&J QUEST Season 8,Talks
Team Dream Team from IIM Lucknow show the way to Optum Stratethon Finale,Talks
Team Eternals from IIM Kozhikode on becoming the national winners of Capgemini L'innovateur 2.0,Talks
Team Esplanade from IIM Bangalore share their journey to becoming the national finalists of HUL FinAce Season 3,Talks
How Team The Incredible HUL IMT Ghaziabad became the campus winners of HUL L.I.M.E Season XI,Talks
How Team Umbrella Corporation from NITIE Mumbai became the national winners of HUL L.I.M.E Season XI,Talks
How Team Machine Tutors from IIT Delhi became the national winners of TVS Credit E.P.I.C IT Challenge,Talks
How Team Illuminati NMIMS Mumbai became the National Finalists of Reliance TUP 5.0,Talks
Secret to winning Reliance TUP 5.0 -By Team Excrutiators from IIM Bangalore,Talks
Team Kingpins from SCMHRD Pune share the secret to becoming the National Finalists of Hero Campus Challenge Season 5,Talks
How Team FOREvisionaries from FORE School of Management became the National Finalists of Hero Campus Challenge Season 5,Talks
How to win Hero Campus Challenge Season 5 -By Team Sylvester from XLRI Jamshedpur,Talks
National Winners of HUL TechTonic spill the beans! -By Team Troika from XIMB,Talks
How the wild card entry cracked through to HUL TechTonic 2019 finale -By Team Blitzkrieg from NMIMS Mumbai,Talks
How to win RPG Blizzard 2019 -By Shoumik & Siddhant from IIM Indore,Talks
How to crack GSK E^3? By Team Drug Lords from IIM Kozhikode,Talks
Shaheed Sukhdev College students win Global Case Competition by Harvard,Talks
Success knows no bounds - ICICI Beat the Curve 2019 National Runner-Up from NITIE Mumbai,Talks
How to win Piramal Tangram 2019? -By Team Winds Of Change from IMT Ghaziabad,Talks
How to win Colgate Inner Circle HR Case Study Competition? -By Team SIBM from SIBM,Talks
How to win VOIS Vantage 2019? -By Team SMS from MDI Gurgaon,Talks
How to win BloC Boardroom Challenge 2019? -By Team The Outliers from IIM Ranchi,Talks
How to win HUL TechTonic 2019? -By Team Troika from XIMB,Talks
Garima from IIM Shillong volunteered to hustle! | 7th among D2C Competitive Leaders 2020,Talks
How to win J&J QUEST Season 7? -By Team Starfish from ISB,Talks
"How to win Flipkart Wired 3.0? -By Team White Tiger from SJMSOM, IIT Bombay",Talks
How to win EXL Acumen 2019? -By Team Kodi-Koders from IIM Kozhikode,Talks
How to win Infosys Ingenious 2019 -By Team Kathors in the North from IIM Rohtak,Talks
"How to make the most of your MBA -By Ritika from IIM Shillong, 8th D2C Competitive Leader 2020",Talks
How to win Google Case Challenge 2019? -By Team Droid from NMIMS,Talks
Team SParks from SPJIMR ventured into unknown waters to become the National Winners of PwC Challenge,Talks
Here is what it takes to lift the trophy of Accenture Business Innovation Challenge -By Team Sharks in Suits from TAPMI Manipal,Talks
Team The Red Pill from XLRI teach you how to become the national winners of Airtel iCreate 2019,Talks
Team Blitzkrieg from NMIMS share the secret to reach the national finale of HUL TechTonic ,Talks
Team Rocket from JBIMS Mumbai walk away with the National winners title of PwC Campus Contenders,Talks
Data is King: Team Starlite Warriors from SCMHRD Pune the special prize winners of Reliance T.U.P 5.0,Talks
"IIM Kashipur came, saw and conquered the National Winners title of TVS Credit E.P.I.C Analytics Challenge",Talks
Team Ideates from IIM Kashipur makes a dash for the National Winners title of ICICI Bank Beat The Curve 2019,Talks
Shooting Stars from SIBM Pune shot straight for the National Finalist title of Fortive India - Campus Innovathon 2019,Talks
How to turn aspirations into reality? | D2C Competitive Leader 2020 Mayank from MDI,Talks
Amandeep top 30 D2C Competitive Leaders from IIM Kashipur,Talks
Select competitions wisely! Vaishnavi from JBIMS | Top 30 D2C Competitive Leaders 2020 ,Talks
Bijayeta shares her secret of becoming the 6th D2C Competitive Leader 2020,Talks
"A zeal to excel - Kundan, IIM Bangalore | 3rd D2C Competitive Leader 2020",Talks
"Turning dreams into reality - Janani, IIM Shillong | Top 100 D2C Competitive Leaders",Talks
Chitresh NITIE ranked as one of the Top 30 D2C Competitive Leaders 2020,Talks
"Team Artume, IIT Kharagpur qualifies for the Asia Pacific round of CFA Institute Research Challenge",Talks
"Spurring innovation! Second Runner-Up, Asian Paints Chain Reaction from SJMSOM, IIT Bombay",Talks
"Team Ride, IIM Shillong takes the Holistic route to becoming the second runners up of L&T OutThink",Talks
"When Sky's the limit for Nayonika, IIM Lucknow | Dare2Compete Awards 2020",Talks
Tilak from SPJIMR takes home the YES FUTURE READY Scholarship,Talks
"Arumuga, IIM Shillong bags the YES FUTURE READY Scholarship with focus and determination",Talks
The back-to-back winner of D2C Competitive Leaders award - Shoumik from IIM Indore,Talks
Success is a reflection of his efforts - Soura from XIMB | Top 100 D2C Competitive Leaders 2020 ,Talks
"Stand tall, believe and achieve | Top 100 D2C Competitive Leaders 2020 Siddharth from TAPMI",Talks
Arumuga chose to defeat failure | D2C Competitive Leaders 2020 Award,Talks
Manpreet from IIM Kashipur shares his journey to top 30 D2C Competitive Leaders 2020,Talks
"Team Put Your hands Together from IIT Madras, first runners up of Inquisitive The Ultimate Business Quiz",Talks
Team Phir Hera Pheri triumphed at L&T Outthink 2019 as National Runners up,Talks
"Team Inquisitive Innovators FMS, Delhi outranks everyone at L&T OutThink",Talks
Team Madhurya TAPMI Manipal excels at Tangram - The Piramal Challenge 2019,Talks
Self-motivation is the key! | FinShiksha Learning Championship 2019 - Equity Valuation National Winner from JBIMS,Talks
Meet the National Winner of Citi Leader Award from JBIMS,Talks
Ashwinikumar from FMS hatches his masterplan | National winner of ICICI Lombard ILLuminate Challenge,Talks
What does it take to be a D2C Competitive Leader? | Apoorva from IIM Shillong shares her secret,Talks
Prashant Mishra from MDI - The one-man army | National Winner of Citi Leader Award 2019,Talks
"Ameer Iqubal, IIM Bangalore dominates D2C Competitive Leaders 2020",Talks
Working through holidays to lift the Airtel iCreate 2019 trophy | Team Ideates from IIM Kashipur,Talks
Connecting the dots to claim victory | Second Runners-Up of HUL L.I.M.E Season XI,Talks
Dare2Compete Awards 2018 - A Benchmark,Talks
"Team Bangaliyana from IIM Indore break down their strategy | National Finalists, HUL TechTonic 2019",Talks
RPG Blizzard 6.0 | Game of Thrones Re-enacted,Talks
The one woman army that Dared to Do More with PepsiCo | Bijayeta Pati from IMT Ghaziabad,Talks
How we almost landed a seed fund for our project | National Winners of Optum Stratethon 2019,Talks
Reliance T.U.P 4.0 National Winner Jinit Dharia's Story,Talks
Fighting the battle with thorough research: Team Dreamers | First Runners-Up of ABG Stratos 2019,Talks
The AI model which aced the race: Team HardCoders | National Runners-Up of Philips Code to Care Challenge,Talks
RB Global Challenge 2019: The eureka moment when we qualified for the national round | Team Case Breakers,Talks
Team Winnovators: Our plan was to formulate an out-of-the-box marketing communication strategy | Philips ThinkUp Challenge 2019,Talks
Philips ThinkUp Challenge 2019: This is how team Juggernauts gained an understanding of healthcare sector,Talks
Team Order of the Jedi: Our experience in B2B marketing helped us understand the case better | Philips ThinkUp Challenge 2019,Talks
Team Germ Busters: Design thinking helped us ace the Challenge | National Finalists of RB Global Challenge 2019,Talks
RB Global Challenge: A competition that taught us how to handle business and marketing problems I Team Innovizers,Talks
Team Third Degree: Learning the A to Z of marketing | National Runners-Up of RB Global Challenge 2019,Talks
L’Oreal Brandstorm 2018,Talks
Glory of Winning HeadstaRt 2018 by Aditya Birla Group,Talks
ABG HeadstaRt 2018 National Winner Amneet Kaur’s Story,Talks
Over The Wall Season 7: Marico's business challenge for B-Schoolers is a class by itself,Talks
Exhibiting the entrepreneurial mind-set: Team Fusion | Campus Winners of Bajaj Finserv Atom Season 2,Talks
Team K-Brewers Second Runners Up: The BUD Challenge 2019 by AB InBev was all about innovation and creativity,Talks
Hitting the Bull's Eye: Team AAAchievers | National Winners of Philips Code to Care Challenge,Talks
Tweaking the colours of perfection | Second Runners-Up of Asian Paints Canvas 2019,Talks
Team OpsHR: ABG HeadstaRt 2019 taught us to survive in a real-life business situation,Talks
Reflecting the Entrepreneurial Spirit: Team Illuminati | National Finalists of RB Global Challenge,Talks
Hero Campus Challenge Season 3,Talks
Hero Campus Challenge Season 2,Talks
Apollo Munich Rise Up Challenge National Runners Up Komal’s Story,Talks
Our journey of bagging the coveted title: Team TISS Mavericks | First Runners-Up of ABG HeadstaRt 2019,Talks
Small decisions can bring major changes: Team Stellaris | National Finalists of ABG Stratos 2019,Talks
L&T OutThink Case Study Challenge 2018 National Finalist SCMHRD Rajeesh's Story,Talks
Mahindra War Room Season 12: A business treat for B-Schoolers,Talks
SIBM claims the Airtel iCreate 2018 crown,Talks
"The 3rd Most Competitive Business Leader 2019, IIFT's Shaffaf, shares his journey to the top!",Talks
Break Free With Ensemble Valhalla | XLRI Jamshedpur,Talks
"ABG HeadstaRt 2019 Grand Finale - The coming together of the backbone of an organisation, the HRs",Talks
HUL LIME Season 10 - Everything one needs to know,Talks
IIM Kozhikode’s Competitive Business Leader Nikunj Manpuria shares his journey of being one of the Top 30 Competitive Business Leaders 2019!,Talks
IIM Trichy’s Competitive Leader Indraneel Pise shares his journey of being one of the Top 100 Competitive Business Leaders 2019!,Talks
MICA’s Competitive Business Leader Sushant Sharma shares his journey of being one of the Top 100 Corporate Leaders!,Talks
Wipro Earthian 2018 National Winner IIM-L Noida Campus' Charukesh's Story,Talks
IIM Raipur’s Karan Bhandari shares his journey of being one of the Top 30 Competitive Business Leaders 2019!,Talks
SIBM Pune’s Vibhav Bisht shares his journey of being one of the Top 30 Competitive Business Leaders 2019!,Talks
MICA’s Suman Kundu shares his journey of being one of the Top 100 Competitive Business Leaders 2019!,Talks
YES Bank Transformation Series 2019: The B-School competition for future business leaders,Talks
Axis Moves 2.0 | Your Idea can make your dream come true,Talks
Flipkart WiRED 2019 is a fat treat for all B-Schoolers,Talks
"DBS Ideathon 2016-17, Live More, Bank Less!",Talks
PHILIPS Campus Journos 2017,Talks
B-School placements 2020: What lies behind the curtains of Corona?,Talks
Don't just manage your time own it with Pomodoro Technique,Talks
"K-Pop and lessons in economy, Koreas' gift to the world",Talks
Zoom into an interview on a Zoom interview for Zoom,Talks
The art of marketing that a humanities student can master,Talks
Marketing Intelligence 101,Talks
How and why to pursue a career in DevOps,Talks
Looking to develop your tech skills? Here are 10 entry-level programming languages for you to choose from!,Talks
The scope of an MBA in Data Analytics and Big Data,Talks
The 10/10/10 rule for becoming better at decision making,Talks
Porter’s 5 forces – an indispensable tool for Marketers and Strategists,Talks
"This is my First Hackathon, how should I prepare?",Talks
GRE 2020: Everything you need to know,Talks
GRE 2020: Preparation tips for a successful attempt!,Talks
The role of machine learning in software development can be revolutionary,Talks
Post IGNITE session: Do you need an MBA to become a marketer? ,Talks
DU Admissions 2020: Analysing cut-off trends 2016-2019,Talks
B-School competitions to watch out for,Talks
Which programming language is best for you,Talks
Virtual platforms every engineer should use to stay on top of the game,Talks
Career prospects in Android development,Talks
Dare2Compete IGNITE 2020: A coming together of the corporate world to guide B-Schoolers in the pursuit of a fruitful career,Talks
Understanding emotional intelligence can help you get closer to your goals,Talks
"Marketing during COVID 19, what it means and what it could mean for brands",Talks
Machine Learning vs Predictive Analytics: Know the difference,Talks
Your productivity deserves to live. Make sure you don't kill your productivity!,Talks
"Exploring the life of a B-Schooler with students of IIM Bangalore, FMS Delhi, IMT Ghaziabad and NMIMS Mumbai",Talks
"McKinsey & Company, Goldman Sachs, ICICI Bank and Kearney analyze the career prospects of Finance and Consulting domains",Talks
"Goldman Sachs, Reliance, Flipkart, Aditya Birla Group and Mondelez International reveal the secrets of B-School placements",Talks
