The Transformer: Ideas into Sustainable Business Ventures,Workshops
Fabguard,Workshops
"Think Again Live - Talk 2 Ft. Honourable Shri. Nitin Gadkari - APOGEE, BITS Pilani",Workshops
Do you need an MBA to become a Marketer?,Workshops
Dare2Compete,Workshops
How to start the Entrepreneurial journey of your Startup?,Workshops
Live Entrepreneurship Project Mentorship by CDF-SRCC,Workshops
"Shri Ram College of Commerce (SRCC), University of Delhi, Delhi",Workshops
"Webinar on ""How Industry Fit Are We?""",Workshops
"St. Joseph's College of Engineering, Chennai",Workshops
Art of Storytelling,Workshops
Enactus IIT Delhi,Workshops
"Webinar with Certification on ""Marketing Automation and Digital Marketing""",Workshops
Campus to Corporate,Workshops
Live Webinar on Stock Markets,Workshops
Tradions : Your Private Analysts,Workshops
"Webinar with Certification on ""Green Supply Chain post COVID-19""",Workshops
Campus to Corporate,Workshops
Chatbot Development Webinar Series,Workshops
"Sri Eshwar College of Engineering (SECE), Tamil Nadu",Workshops
"Webinar on ""3D World""",Workshops
MAAC Animation and VFX Jayanagar,Workshops
"Webinar on ""The Importance of Advertising & Salesmanship""",Workshops
Umbrella Aegis,Workshops
"Webinar on ""Consumer Science I The Changing Paradigms""",Workshops
Umbrella Aegis,Workshops
"Webinar on ""The Importance of Online Presence in Today's Scenario""",Workshops
Umbrella Aegis,Workshops
"Workshop on ""Career in Civil Services""",Workshops
ExploreiT,Workshops
Webinar on Demystifying Startup Challenges and Seed Funding,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
"Online Workshop on ""Tackling Procrastination""",Workshops
"Project Ruhani, Enactus LSR",Workshops
iCreate Idea Accelerator,Workshops
international centre for entrepreneurship and technology,Workshops
The 2020: Changing Business Strategies and Working Pattern,Workshops
Budding Analyst,Workshops
"Think Again Live - Talk 1 Ft. Kiran Karnik - APOGEE, BITS Pilani",Workshops
Entrepreneurial Extravaganza - Entrepreneurial Extravaganza,Workshops
Vedic Maths Online Workshop for Kids Designed by IIT Alumni,Workshops
Merry-go-Learn,Workshops
Ecochirp Launchpad Program,Workshops
Ecochirp Foundation,Workshops
"Webinar on ""Applications of Programming Languages""",Workshops
"SNS College of Technology (SNSCT), Coimbatore",Workshops
Microsoft Excel Workshop,Workshops
Chessmonk,Workshops
"Webinar with Certification on ""Role of Data Analytics and the Evolving Job Landscape""",Workshops
Campus to Corporate,Workshops
All About CAT Preparation and Profile Building,Workshops
"Webinar on ""Self-Love""",Workshops
thinkerspoint,Workshops
"Webinar with Certification on ""Building a Career in Digital Marketing During & Post COVID-19""",Workshops
Campus to Corporate,Workshops
Floral Origami Workshop,Workshops
rise4girl Ngo,Workshops
Webinar on Scope of Basic Electronics in COVID like Situations,Workshops
B.V. Jagadeesh Science Centre,Workshops
90-Minute Workshop on Stress Management for Psychology Students with Certificate,Workshops
OpenWings Wellness Private Limited,Workshops
Coding & Game Design Online Workshop for Kids designed by IIT Alumni,Workshops
Merry-go-Learn,Workshops
E-Summit 2020 Webinar (NMIMS) - E-SUMMIT 2020 - (NMIMS),Workshops
"Panel Discussion With Sattvik Mishra (CEO, ScoopWhoop), Vinay Singhal (CEO, WittyFeed) and Harsh Snehanshu (CEO, YourQuote)",Workshops
Pepper Content Private Limited,Workshops
TQM Webinar for Student Community,Workshops
Indian Society for Quality,Workshops
Fundamental Machine Learning,Workshops
NextUp,Workshops
"Webinar with Certification on ""Road Map of Skill Development in BFSI Sector""",Workshops
Campus to Corporate,Workshops
Amazon Job Search & Interview Hack Workshop,Workshops
GoCrackIt,Workshops
"""Let's Do Some Online Courses"" Webinar",Workshops
Unschool Learning,Workshops
Webinar on Creative Brand Building and Chain Management Techniques,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Placement Preparation to Get Your Dream Job,Workshops
Long-Term Initiatives Post COVID As A Team - Marketing,Workshops
Umbrella Aegis,Workshops
Design Thinking Webinar,Workshops
Umbrella Aegis,Workshops
How to Start Blogging from Scratch?,Workshops
thinkerspoint,Workshops
Coding & Game Design Workshop for Kids designed by IIT Alumni,Workshops
Merry-go-Learn,Workshops
Brand Strategy in COVID Times,Workshops
Umbrella Aegis,Workshops
Design Thinking Workshop,Workshops
Hubwords Creative Academy,Workshops
"Online Workshop on ""Decoding Employability""",Workshops
"Project Ruhani, Enactus LSR",Workshops
Vedic Math Workshop for Kids designed by IIT Alumni,Workshops
Merry-go-Learn,Workshops
Let's Learn to Excel with Microsoft Excel,Workshops
LUDIFU,Workshops
M-Talks,Workshops
"GLA University (GLAU), Uttar Pradesh",Workshops
Career Opportunities in NBFC Sector - Career Planning & Workshop Series,Workshops
"Webinar with Certification on ""Recruitment in the Era of Industry 4.0 using Artificial Intelligence""",Workshops
Campus to Corporate,Workshops
"The Corporate World- Explained, An Online Workshop",Workshops
"International Webinar on ""An Introduction to Communicating Science""",Workshops
"SNS College of Technology (SNSCT), Coimbatore",Workshops
Free Webinar on Career in Data Science and AI,Workshops
Datalogy,Workshops
"Webinar on ""Future of Sports & Entertainment Properties""",Workshops
Umbrella Aegis,Workshops
"Online Workshop on ""Dealing with Failure and Rejection""",Workshops
"Project Ruhani, Enactus LSR",Workshops
"Webinar on ""Power of R&D, Innovation & Technology to Enhance Business""",Workshops
Umbrella Aegis,Workshops
Make A Difference,Workshops
Enactus IIT Delhi,Workshops
"Webinar on ""Brands Marketing Strategy over Omnichannel""",Workshops
Umbrella Aegis,Workshops
"Online Workshop on ""Self Respect and Boundaries in Relationships""",Workshops
"Project Ruhani, Enactus LSR",Workshops
"Webinar on ""Getting Back to Basics - Re-Engineering your Brand for a COVID-World""",Workshops
Umbrella Aegis,Workshops
"Webinar on ""Ambient Media- Value Proposition for Brands, Venues, & Media Agencies""",Workshops
Umbrella Aegis,Workshops
"Webinar on ""Change in the Era of Marketing""",Workshops
Umbrella Aegis,Workshops
Networking for Global Professional in the Post-Pandemic World,Workshops
D2C IGNITE Season 2 - The Spark to Your Dreams,Workshops
Dare2Compete IGNITE,Workshops
Live Demo of Python Language for Machine Learning & Robotic Applications,Workshops
Pragyatmika,Workshops
Webinar on Profitable Trade Set-Ups,Workshops
HINT2MINT,Workshops
Online Webinar on AI with Certification by Mr. Nikhil Bhaskaran (Founder- IoTIoT.in),Workshops
Campus to Corporate,Workshops
Entrepreneurial Bootcamp,Workshops
Webinar on Careers after 10th Standard,Workshops
Counsel Lab,Workshops
Introduction to Game Designing,Workshops
MAAC Animation and VFX Jayanagar,Workshops
Workshop on Managing Risks of Cyber Crime during Online Learning,Workshops
OrangeSlates.com,Workshops
Insights 2020 Webinar Series,Workshops
"Savitribai Phule Pune University Sub-Centre (SPPUSC) (MBA Department), Nashik, Maharashtra",Workshops
Webinar on CAT 2020,Workshops
Phoenix Global,Workshops
Live Webinar on Fundamental Analysis,Workshops
Tradions : Your Private Analysts,Workshops
"Online Workshop on ""Hostility Towards the LGBTQIA+ Community""",Workshops
"Project Ruhani, Enactus LSR",Workshops
"Global DEBSOC presents MUN- Not Just a Conference, an Experience",Workshops
globalshala,Workshops
"Webinar on ""Why would a company never hire you?""",Workshops
Young Engine,Workshops
Session with Mr. Rahul Nijhawan (Vice-President at Goldman Sachs) - Webinar 5.0,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
LinkedIn Marketing Workshop,Workshops
Young Engine,Workshops
Webinar on Ultimate Guide to Overseas Education,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Live Session on Entrepreneurship in times of recession,Workshops
Dare2Compete,Workshops
Lead-Up Program,Workshops
Webinar on CFP New Syllabus- Get Started Now,Workshops
IMS Proschool,Workshops
Live Masterclass with Hands-On on �Embedded Systems Design on Microchip Pic Microcontroller�,Workshops
Pragyatmika,Workshops
MakeTimeForThis,Workshops
Enactus IIT Delhi,Workshops
"Online Workshop on ""Tackling Indecisiveness""",Workshops
"Project Ruhani, Enactus LSR",Workshops
E-Summit 2020 Webinar - E-SUMMIT 2020 - (NMIMS),Workshops
"Online Workshop on ""Understanding our Inner Critic""",Workshops
"Project Ruhani, Enactus LSR",Workshops
Online Resume Building Workshop 2.0,Workshops
4titude Consulting,Workshops
Online Workshop on Getting your Sales Pitch Right in B2B,Workshops
Live Session on the changing landscape of the education sector,Workshops
Dare2Compete,Workshops
"Online Workshop on ""Body Positivity""",Workshops
"Project Ruhani, Enactus LSR",Workshops
Webinar- Fundamentals of Python,Workshops
"Shaheed Rajguru College of Applied Sciences for Women, University of Delhi",Workshops
Webinar on Save Environment,Workshops
Human Rights Education Association,Workshops
Career in CSR and Social-Entrepreneurship: Free Online Certificate Workshop,Workshops
Rotaract Club of Lokhandwala(RcL),Workshops
Demystifying React Native,Workshops
Innovators Quest,Workshops
Career in Sports : Abhishek Avhad's Free Online Certificate Session,Workshops
Rotaract Club of Lokhandwala(RcL),Workshops
"""Decoding Economic Concepts and Beyond"" from TEDx Speaker Rajeev Poddar (Free Workshop)",Workshops
CoLLearn Education,Workshops
Live Session on Curating the winning strategy to crack case study competitions,Workshops
Dare2Compete,Workshops
Online Spoken English Course,Workshops
"Aspire Academy, Nashik",Workshops
"Online Workshop on ""Conflict Management""",Workshops
"Project Ruhani, Enactus LSR",Workshops
Online RJ Training Workshop - Season 8,Workshops
"Online Workshop on ""Art of Letting Go""",Workshops
Project Ruhani,Workshops
Analytix Workshop - Envisage,Workshops
"Techno Main, Salt Lake",Workshops
Webinar on How to Crack CAT,Workshops
Phoenix Global,Workshops
How to Ace Personal Interviews by Khalid Raza - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Sales vs Marketing- How does combined S & M work by Arup Majumadar - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
The Virtual Earth Conference-1.0,Workshops
"College of Vocational Studies (CVS), Delhi University (DU)",Workshops
Spoken English Coaching Program by TikTalkEnglish (Introductory Workshop),Workshops
SlashMatrix,Workshops
#Build2.0,Workshops
The Girl Code,Workshops
Introduction to Advanced Blockchain using Ethereum: Free Workshop,Workshops
CoLLearn Education,Workshops
"Writing Mentorship | The Economics Society, SRCC",Workshops
"Shri Ram College of Commerce (SRCC), University of Delhi, Delhi",Workshops
Workshop: Introduction to SQL,Workshops
CoLLearn Education,Workshops
Free Workshop on Introduction to Option Trading,Workshops
CoLLearn Education,Workshops
Pepper Social- Life as a Freelance Writer: Developing your Personal Brand,Workshops
Pepper Content Private Limited,Workshops
How to Select the Upcoming Career Opportunities?,Workshops
MBAtrek Pvt Limited,Workshops
Career in Management Consulting by Sumit Dora - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Sales Engagement: An Emerging Field by Prafful Garg - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
"Online Workshop on ""Emotional Awareness""",Workshops
Project Ruhani,Workshops
Student Impact Summit,Workshops
Incubatia Educational Services Private Limited,Workshops
Personality Development & Corporate Training Session by Priya Kumar - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Business Sales Boost,Workshops
Webinar Wall,Workshops
"Online Workshop on ""Managing Overthinking""",Workshops
Project Ruhani,Workshops
Webinar on Marketing & Making it more Engaging & Efficient by Shritilekha Kar - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Introduction to Competitive Programming: Free Workshop,Workshops
CoLLearn Education,Workshops
CCNA Training Programme,Workshops
Network bulls,Workshops
Session with Anish (McKinsey + Goldman Sachs) - Webinar 4.0,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Building a Career in Product & Project Management by Tulika Jha - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Webinar by Venayak Saran Gupta on Growth and Business Development - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Understanding the realms of Actuarial as a profession by Charchit Agrawal - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Design Thinking Workshop,Workshops
Hubwords Creative Academy,Workshops
Data Science Training Using Python,Workshops
cheesmonk,Workshops
Webinar by Varun Agarwal on Investing in Stock Market - Ace It: A Pinnacle Webinar Series,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
Live Online Certified Equity Research Analysis Workshop by Industry Expert,Workshops
CoLLearn Education,Workshops
How to Network? Online Workshop,Workshops
Rotaract Club of Lokhandwala(RcL),Workshops
Certified Data Science Workshop on Building FAQ Chatbots,Workshops
Datalogy,Workshops
Forthcoming Development Challenges in Economics- Webinar,Workshops
"College of Vocational Studies (CVS), Delhi University (DU)",Workshops
Art of Virtual Facilitation,Workshops
People Bridge: Digital Marketing Company,Workshops
GruwitZ: Dehaat Agrifood Value Chain Management Bootcamp,Workshops
Gruwitz � The Food Business Solutions,Workshops
Online Programme on Research Methodology and Data Analytics using SPSS and R,Workshops
Sanskrithi School Of Engineering,Workshops
Information Security for Beginners,Workshops
Literoma,Workshops
Webinar on The Keto Diet,Workshops
Protignes Consulting Pvt Ltd,Workshops
Big Cyber Security Show - 2020,Workshops
"Trescon Global Business Solutions Private Limited (TGBSPL), Bengaluru, Karnataka",Workshops
GetPro - Fast track workshop helping you to get jobs faster,Workshops
10Xme,Workshops
Virtual Business Summit 2020,Workshops
Webinar Wall,Workshops
Psychology Workshop,Workshops
Webinar Wall,Workshops
The Black Box,Workshops
Fabguard,Workshops
Free - Online Robotics Workshop for School Students by IITians,Workshops
Rancho Labs,Workshops
Stepping Up for Off-Campus Placements,Workshops
MBAtrek Pvt Limited,Workshops
New Age Career Development Bootcamp - Enrich - New Age Career Development Bootcamp,Workshops
SlashMatrix,Workshops
Beverage SupplyChain Immersive Bootcamp,Workshops
Gruwitz � The Food Business Solutions,Workshops
Online Workshop on GST & Impact due to COVID-19,Workshops
Other organization not listed here,Workshops
Industry 4.0: Introduction to XR,Workshops
Sardar Patel Technology Business Incubator,Workshops
Reimagining Healthcare for a Post-COVID-19 World,Workshops
International Multidisciplinary Research Conference IMRC '20,Workshops
Phoenix Global,Workshops
Webinar: Business & Financing-cum-Liquidity Strategies for Startups in Turbulent Times,Workshops
Sardar Patel Technology Business Incubator,Workshops
Inspire: Lecture Series - Karyon'20,Workshops
"Delhi Technological University (DTU), New Delhi",Workshops
Online Workshop on CV Building,Workshops
4titude Consulting,Workshops
Ace your Internship & Off-Campus Opportunities,Workshops
MBAtrek Pvt Limited,Workshops
Managing Risks in the Dynamic Consulting Landscape,Workshops
Online Workshop on IPR,Workshops
Other organization not listed here,Workshops
Online Workshop on Cyber & Tech Law,Workshops
Other organization not listed here,Workshops
Online Workshop on Arbitration & Mediation,Workshops
Other organization not listed here,Workshops
The Business of Survival - Webinar ft. Ms. Divya Amarnath from Flipkart - Webinar,Workshops
"Symbiosis Centre for Management and Human Resource Development (SCMHRD), Pune",Workshops
The Business of Survival - Webinar - Webinar,Workshops
"Symbiosis Centre for Management and Human Resource Development (SCMHRD), Pune",Workshops
Interview Readiness Workshop,Workshops
Mind Parkour,Workshops
In-Conversation - Webinar on Redefining B2B Sales & Customer Centricity Amidst the Pandemic Outbreak,Workshops
Startup Bootcamp - Entrepreneurship Summit Noida'20,Workshops
EDC JSS,Workshops
The Business of Survival - Webinar on Contract Management Practices in Pandemic Situations - The Business of Survival : Webinar,Workshops
"Symbiosis Centre for Management and Human Resource Development (SCMHRD), Pune",Workshops
Startup Digital Summit to Combat Corana Crisis Lockdown - STARTUP DIGITAL SUMMIT,Workshops
CowoColi,Workshops
FutureX- Free Career Guidance & Interview Preparation Marathon,Workshops
Chatpod-live,Workshops
HackCIC - Local Hack Day: Share 2020,Workshops
"Cluster Innovation Centre (DUCIC), University of Delhi (DU), Delhi",Workshops
4th International Conference on Agriculture Technology,Workshops
ME Conferences,Workshops
Fayz 2 Face - Live Mentorship Session,Workshops
Fourth Ambit Technologies,Workshops
Personal Finance: Online Workshop,Workshops
IvyAspire Education Counseling,Workshops
Protignes Obesity & Diet Management Summit,Workshops
Protignes Consulting Pvt Ltd,Workshops
ShARE Strategy Consulting Training,Workshops
ShARE Global Student Think Tank,Workshops
World Cardiology Congress,Workshops
Herald Meetings,Workshops
Surgical Nursing & Nurse Education Conference,Workshops
Conference Series LLC Ltd,Workshops
"24th World Congress on Pediatrics, Neonatology & Primary Care",Workshops
ME Conferences,Workshops
Python Workshop,Workshops
Mirai Academy,Workshops
16th International Conference on Nephrology and Hypertension - Conference,Workshops
ME Conferences,Workshops
Data Science Workshop by Coding Blocks - Esummit'20 IIITD,Workshops
Dr. Subramanian Swamy's talk on Economics through Innovation - E-Cell ICT,Workshops
"7th Edition of International Conference on Catalysis, Chemical Engineering and Technology - Catalysis and Chemical Engineering Conference",Workshops
Magnus Group,Workshops
Abhivyakti- The Business Conclave - Chakravyuh,Workshops
"Delhi School of Management, Delhi Technological University (DSM DTU), Delhi",Workshops
Effective Writing Skills for Business Audience,Workshops
Indian School of Business (ISB),Workshops
Global Summit on Pediatrics and Neonatology,Workshops
Longdom Conferences,Workshops
3rd World Physical Medicine and Rehabilitation Conference,Workshops
ME Conferences,Workshops
30th International Conference on Cardiology and Healthcare,Workshops
ME Conferences,Workshops
KRAFTSHALA INDUSTRYCreds� Programs,Workshops
Kraftshala,Workshops
3rd International Conference on Obesity and Chronic Diseases,Workshops
ME Conferences,Workshops
DIY Guru's Electric Vehicle Assembly Workshop - Tryst,Workshops
Startup Catapult: 6 Weeks Entrepreneurship Training Program,Workshops
Sardar Patel Technology Business Incubator,Workshops
International AI Summit 2.0,Workshops
"G. H. Raisoni College of Engineering (GHRCE), Nagpur",Workshops
Wealth Management and Investing in 2020 - Tryst,Workshops
Industrial IoT - Pragyan '20,Workshops
Industrial Automation - Pragyan '20,Workshops
Industrial Robotics - Pragyan '20,Workshops
Startup Entrepreneurial Workshop (Business Design),Workshops
Armoured Fighting Vehicle Design - Pragyan '20,Workshops
Deep Learning - Pragyan '20,Workshops
IoT Workshop by CISCO - Pragyan '20,Workshops
Lean Six Sigma Workshop by KPMG - Pragyan '20,Workshops
Stock Markets Workshop by SEBI - Pragyan '20,Workshops
Diabetes Conferences 2020,Workshops
Scientex Conferences Pvt Ltd,Workshops
Process Simulation using Aspen HYSYS - Pragyan '20,Workshops
Ahsaas 2020,Workshops
Google Workshop @ Tryst 2020 IIT-Delhi - Tryst,Workshops
Entrepreneurship Awareness Camp - Startup Exposition,Workshops
"St. Xavier's College (SXC), Kolkata",Workshops
SolidWorks Workshop - Tryst,Workshops
Fractal Workshop - Tryst,Workshops
Student Entrepreneurship Workshop,Workshops
Invision360,Workshops
"2nd International Conference on Pediatrics, Neonatology and Healthcare - Pediatric Conferences 2020",Workshops
Conference Series Ltd,Workshops
2nd Edition of Cardiology World Conference - Cardiology Conferences,Workshops
Magnus Group,Workshops
TEDx XIMB 2020,Workshops
National Science Day 2020,Workshops
Indian Astrobiology Research Centre,Workshops
Basic Android Workshop,Workshops
Anacregro,Workshops
A Talk by Dr. Ashok Lahiri - Dicentium 2020,Workshops
"Ramjas College (RC), University of Delhi (DU), Delhi",Workshops
3rd Annual Conference on Pediatric Nursing and Healthcare,Workshops
ME Conferences,Workshops
10th European Epidemiology and Public Health Congress,Workshops
ME Conferences,Workshops
Digital Marketing for Career Growth,Workshops
Zuan Education,Workshops
24th World Nutrition and Pediatrics Healthcare Conference,Workshops
ME Conferences,Workshops
Corporate Seminar on Reinventing Enterprises and Society - Cognizance'20,Workshops
"Keshav Mahavidyalaya (KMV), University of Delhi (DU), Delhi",Workshops
E-Summit 2020,Workshops
"Faculty of Management Studies (FMS), Delhi",Workshops
Paper Presentation - National School Health Summit 2020,Workshops
School Health Annual Report Programme (SHARP),Workshops
Rural Management Boot Camp,Workshops
"Xavier School of Rural Management (XSRM), Bhubaneswar",Workshops
Panel Discussion - Bullzire'20,Workshops
"Shri Ram College of Commerce (SRCC), University of Delhi, Delhi",Workshops
e-Confluence 4.0,Workshops
The Good Food Institute Workshop - E-Summit 2020 Niftem,Workshops
Nursing Conference 2020,Workshops
Magnus Group,Workshops
Spark Speaker Session - UPHORIA,Workshops
"Bennett University (BU), Greater Noida",Workshops
2nd Middle East Heart Congress,Workshops
ME Conferences,Workshops
Wedvaan (The Future of Film Making - By Mr. Om Raut) - WeBizFest'20,Workshops
Darpan - Unveiling the Future (Witness the Biggest Research Study Presentation),Workshops
World Cardiology Conference,Workshops
Herald Meetings,Workshops
35th International Conference on Dental and Oral Health - Dental and Oral Health,Workshops
ME Conferences,Workshops
Rapid Prototyping - Synergy'20,Workshops
Furious Five Robotics - Synergy'20,Workshops
Ornithopter � Drone Making - Synergy'20,Workshops
AutoDesk Fusion 360 - Synergy'20,Workshops
Automobile Workshop - Synergy'20,Workshops
Foot-Note By Football Agent of Mesut Ozil,Workshops
Business Analytics - CURA'20,Workshops
Wedvaan (Business Simulation Workshop- The Great Indian Treasure) - WeBizFest'20,Workshops
Digital Marketing - CURA'20,Workshops
Auth0 - FootPrints X10,Workshops
"Faculty of Technology and Engineering (FTE), Maharaja Sayajirao University of Baroda (MSU)",Workshops
Traders Learning BootCamp,Workshops
Tradeking Research,Workshops
Entrepreneurship Bootcamp - Ideation to Reality,Workshops
OPtIMize - Technology in Future Supply Chain,Workshops
"Panel Discussion : ""Privacy is a Myth"" - Moments 2020 - Annual Academic Meet - Department of Statistics",Workshops
"Lady Shri Ram College for Women (LSR) University of Delhi (DU), New Delhi",Workshops
Wedvaan (Poster Making Workshop) - WeBizFest'20,Workshops
Trade Smarter,Workshops
Narsee Monjee College of Commerce and Economics,Workshops
Plenareno Respiratory Conference 2020,Workshops
Plenareno,Workshops
Euro Diabetic and Endocrinology Congress 2020,Workshops
Plenareno,Workshops
Inbush International Case Study Conference - Inbush World Era 2020,Workshops
Amity International Business School,Workshops
Blockchain Workshop by MoonX - Confluencia,Workshops
"29th World Neonatal, Pediatric and Family Medicine Conference",Workshops
ME Conferences,Workshops
DIY Dye-Sensitized Solar Cell - Vidyut: Multinational Fest,Workshops
"Amrita University (AU), Amritapuri",Workshops
Piping Design - Vidyut: Multinational Fest,Workshops
"Amrita University (AU), Amritapuri",Workshops
Automobile Prototyping Workshop (RC Cars) - Vidyut: Multinational Fest,Workshops
"Amrita University (AU), Amritapuri",Workshops
Python for Cloud and Embedded Systems - Vidyut: Multinational Fest,Workshops
"Amrita University (AU), Amritapuri",Workshops
Voice Controlled Home Automation - Vidyut: Multinational Fest,Workshops
"Amrita University (AU), Amritapuri",Workshops
Computer Vision based Smart Selfie - Vidyut: Multinational Fest,Workshops
